job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,y
technician,single,university.degree,no,yes,yes,cellular,jul,thu,nonexistent,no
entrepreneur,single,high.school,no,no,no,cellular,jul,thu,nonexistent,no
entrepreneur,single,high.school,no,no,no,cellular,jul,thu,nonexistent,no
blue-collar,single,basic,no,no,no,cellular,jul,thu,nonexistent,no
entrepreneur,single,high.school,no,yes,no,telephone,jul,thu,nonexistent,no
entrepreneur,married,university.degree,unknown,no,no,cellular,jul,thu,nonexistent,no
blue-collar,married,basic,no,no,no,cellular,jul,thu,nonexistent,no
blue-collar,married,basic,unknown,no,yes,cellular,jul,thu,nonexistent,no
housemaid,divorced,basic,unknown,yes,yes,cellular,jul,thu,nonexistent,no
technician,married,university.degree,unknown,no,yes,cellular,jul,thu,nonexistent,no
technician,single,university.degree,no,no,no,cellular,jul,thu,nonexistent,no
blue-collar,married,basic,unknown,yes,yes,cellular,jul,thu,nonexistent,no
blue-collar,single,basic,no,yes,yes,cellular,jul,thu,nonexistent,no
admin,married,professional.course,no,no,no,cellular,jul,thu,nonexistent,no
services,married,high.school,unknown,no,no,telephone,jul,thu,nonexistent,no
blue-collar,single,basic,no,no,no,telephone,jul,thu,nonexistent,no
student,single,high.school,no,yes,no,cellular,jul,thu,nonexistent,yes
management,married,university.degree,no,no,no,cellular,jul,thu,nonexistent,no
entrepreneur,married,high.school,no,yes,no,cellular,jul,thu,nonexistent,no
blue-collar,divorced,basic,unknown,yes,no,cellular,jul,thu,nonexistent,no
entrepreneur,single,high.school,no,yes,no,cellular,jul,thu,nonexistent,yes
blue-collar,married,basic,no,yes,no,cellular,jul,thu,nonexistent,no
services,single,university.degree,no,no,no,cellular,jul,thu,nonexistent,no
services,married,high.school,unknown,no,yes,cellular,jul,thu,nonexistent,no
technician,married,professional.course,no,no,yes,cellular,jul,thu,nonexistent,no
technician,married,professional.course,unknown,no,yes,cellular,jul,thu,nonexistent,no
management,single,university.degree,no,no,no,cellular,jul,thu,nonexistent,no
technician,married,professional.course,no,no,no,cellular,jul,thu,nonexistent,no
self-employed,married,university.degree,no,yes,yes,telephone,jul,thu,nonexistent,no
services,single,high.school,no,yes,no,cellular,jul,thu,nonexistent,no
self-employed,married,university.degree,no,no,no,cellular,jul,thu,nonexistent,no
services,married,high.school,unknown,yes,no,telephone,jul,thu,nonexistent,no
technician,divorced,high.school,no,yes,no,cellular,jul,thu,nonexistent,no
technician,single,high.school,no,yes,no,cellular,jul,thu,nonexistent,no
services,married,high.school,unknown,no,yes,cellular,jul,thu,nonexistent,no
services,married,basic,unknown,no,no,cellular,jul,thu,nonexistent,no
blue-collar,married,basic,unknown,no,no,cellular,jul,thu,nonexistent,no
blue-collar,married,basic,unknown,no,no,cellular,jul,thu,nonexistent,no
admin,married,university.degree,no,no,no,cellular,jul,thu,nonexistent,no
technician,married,basic,no,yes,no,cellular,jul,thu,nonexistent,no
entrepreneur,single,university.degree,no,yes,no,cellular,jul,thu,nonexistent,no
technician,married,professional.course,no,no,yes,cellular,jul,thu,nonexistent,no
blue-collar,married,high.school,unknown,yes,no,cellular,jul,thu,nonexistent,no
technician,divorced,high.school,no,yes,no,cellular,jul,thu,nonexistent,no
technician,single,basic,no,no,no,cellular,jul,thu,nonexistent,no
blue-collar,single,basic,no,yes,no,cellular,jul,thu,nonexistent,no
technician,married,high.school,unknown,yes,yes,telephone,jul,thu,nonexistent,no
admin,married,university.degree,no,yes,no,cellular,jul,thu,nonexistent,no
technician,married,basic,no,yes,no,cellular,jul,thu,nonexistent,no
entrepreneur,married,university.degree,no,yes,no,cellular,jul,thu,nonexistent,no
blue-collar,married,basic,no,no,no,cellular,jul,thu,nonexistent,no
admin,married,basic,unknown,yes,no,cellular,jul,thu,nonexistent,no
admin,married,basic,unknown,no,no,cellular,jul,thu,nonexistent,no
services,married,basic,unknown,yes,no,cellular,jul,thu,nonexistent,no
technician,divorced,high.school,no,yes,no,cellular,jul,thu,nonexistent,no
retired,single,basic,no,no,no,telephone,jul,thu,nonexistent,no
technician,married,high.school,unknown,no,no,cellular,jul,thu,nonexistent,no
services,married,high.school,no,no,no,cellular,jul,thu,nonexistent,no
services,single,basic,no,no,yes,cellular,jul,thu,nonexistent,no
self-employed,married,university.degree,no,no,yes,cellular,jul,thu,nonexistent,yes
technician,married,professional.course,no,no,no,cellular,jul,thu,nonexistent,no
technician,married,unknown,no,yes,no,cellular,jul,thu,nonexistent,no
technician,married,professional.course,no,no,no,cellular,jul,thu,nonexistent,no
services,single,high.school,unknown,no,no,cellular,jul,thu,nonexistent,no
technician,divorced,high.school,no,yes,no,cellular,jul,thu,nonexistent,no
blue-collar,married,unknown,unknown,unknown,unknown,telephone,jul,thu,nonexistent,no
admin,married,university.degree,no,no,no,cellular,jul,thu,nonexistent,no
technician,divorced,university.degree,no,yes,no,cellular,jul,thu,nonexistent,no
management,married,university.degree,no,yes,yes,telephone,jul,thu,nonexistent,no
blue-collar,married,basic,no,yes,no,telephone,jul,thu,nonexistent,no
services,divorced,high.school,no,no,no,cellular,jul,thu,nonexistent,no
admin,divorced,high.school,no,no,no,cellular,jul,thu,nonexistent,no
technician,married,university.degree,no,yes,no,cellular,jul,thu,nonexistent,no
technician,married,professional.course,no,yes,no,cellular,jul,thu,nonexistent,no
management,married,unknown,unknown,yes,no,cellular,jul,thu,nonexistent,no
blue-collar,married,basic,unknown,yes,no,cellular,jul,thu,nonexistent,no
services,married,high.school,unknown,unknown,unknown,cellular,jul,thu,nonexistent,no
admin,married,basic,no,no,no,cellular,jul,thu,nonexistent,no
self-employed,married,basic,no,yes,yes,cellular,jul,thu,nonexistent,no
blue-collar,married,basic,unknown,no,no,cellular,jul,thu,nonexistent,no
technician,married,professional.course,no,yes,no,cellular,jul,thu,nonexistent,no
blue-collar,single,basic,no,no,no,cellular,jul,thu,nonexistent,no
blue-collar,married,basic,unknown,no,no,cellular,jul,thu,nonexistent,no
housemaid,divorced,high.school,no,yes,yes,cellular,jul,thu,nonexistent,no
services,married,high.school,unknown,no,no,cellular,jul,thu,nonexistent,no
blue-collar,single,basic,unknown,no,no,cellular,jul,thu,nonexistent,no
services,married,high.school,unknown,yes,yes,cellular,jul,thu,nonexistent,no
admin,married,unknown,unknown,yes,no,cellular,jul,thu,nonexistent,no
technician,married,professional.course,no,yes,no,cellular,jul,thu,nonexistent,no
admin,married,unknown,unknown,no,no,cellular,jul,thu,nonexistent,no
self-employed,single,high.school,no,no,no,cellular,jul,thu,nonexistent,no
admin,married,unknown,unknown,yes,no,cellular,jul,thu,nonexistent,yes
blue-collar,married,basic,no,yes,no,telephone,jul,thu,nonexistent,no
blue-collar,married,high.school,unknown,yes,no,cellular,jul,thu,nonexistent,no
entrepreneur,single,high.school,no,yes,no,cellular,jul,thu,nonexistent,no
housemaid,married,basic,no,yes,no,telephone,jul,thu,nonexistent,no
services,divorced,high.school,no,no,no,telephone,jul,thu,nonexistent,no
blue-collar,married,unknown,no,no,yes,cellular,jul,thu,nonexistent,no
admin,single,university.degree,no,yes,no,cellular,jul,thu,nonexistent,no
services,single,high.school,no,yes,no,cellular,jul,thu,nonexistent,no
blue-collar,married,basic,no,yes,yes,cellular,jul,thu,nonexistent,no
blue-collar,married,unknown,no,yes,no,cellular,jul,thu,nonexistent,no
technician,married,professional.course,no,yes,no,cellular,jul,thu,nonexistent,no
technician,married,high.school,no,yes,no,cellular,jul,thu,nonexistent,no
technician,married,professional.course,unknown,yes,no,telephone,jul,thu,nonexistent,no
blue-collar,single,basic,no,no,no,cellular,jul,thu,nonexistent,no
blue-collar,married,unknown,no,yes,no,cellular,jul,thu,nonexistent,no
entrepreneur,married,high.school,no,yes,no,cellular,jul,thu,nonexistent,no
blue-collar,divorced,basic,no,yes,no,cellular,jul,thu,nonexistent,yes
blue-collar,married,unknown,no,no,no,cellular,jul,thu,nonexistent,no
unknown,single,unknown,no,yes,no,cellular,jul,thu,nonexistent,no
services,divorced,high.school,no,yes,yes,cellular,jul,thu,nonexistent,no
blue-collar,single,basic,no,yes,no,telephone,jul,thu,nonexistent,no
retired,married,basic,unknown,no,no,cellular,jul,thu,nonexistent,no
technician,single,university.degree,no,yes,no,telephone,jul,thu,nonexistent,no
admin,married,unknown,unknown,yes,no,cellular,jul,thu,nonexistent,no
blue-collar,married,unknown,no,no,yes,cellular,jul,thu,nonexistent,no
blue-collar,married,basic,unknown,yes,no,cellular,jul,thu,nonexistent,no
blue-collar,married,basic,unknown,no,no,cellular,jul,thu,nonexistent,no
blue-collar,married,basic,unknown,yes,no,cellular,jul,thu,nonexistent,no
unemployed,married,professional.course,unknown,yes,yes,cellular,jul,thu,nonexistent,no
admin,married,university.degree,no,yes,yes,cellular,jul,thu,nonexistent,no
management,married,unknown,unknown,yes,no,cellular,jul,thu,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,jul,thu,nonexistent,no
technician,single,professional.course,no,yes,no,cellular,jul,thu,nonexistent,no
blue-collar,married,basic,unknown,no,no,cellular,jul,thu,nonexistent,no
blue-collar,single,professional.course,no,yes,no,cellular,jul,thu,nonexistent,no
blue-collar,married,basic,unknown,unknown,unknown,cellular,jul,thu,nonexistent,no
management,married,high.school,no,no,no,cellular,jul,thu,nonexistent,no
entrepreneur,single,high.school,no,yes,no,cellular,jul,thu,nonexistent,no
services,divorced,high.school,no,no,no,cellular,jul,thu,nonexistent,no
entrepreneur,divorced,unknown,no,no,yes,cellular,jul,thu,nonexistent,no
blue-collar,married,basic,unknown,no,no,cellular,jul,thu,nonexistent,no
management,married,university.degree,no,no,no,cellular,jul,thu,nonexistent,no
admin,married,university.degree,no,no,no,cellular,jul,thu,nonexistent,no
management,married,university.degree,no,no,no,cellular,jul,thu,nonexistent,no
admin,married,university.degree,unknown,no,no,cellular,jul,thu,nonexistent,no
admin,single,high.school,no,yes,no,cellular,jul,thu,nonexistent,no
services,single,high.school,no,no,no,cellular,jul,thu,nonexistent,no
admin,divorced,high.school,no,no,no,cellular,jul,thu,nonexistent,no
self-employed,married,university.degree,no,yes,no,cellular,jul,thu,nonexistent,no
admin,married,high.school,no,yes,no,cellular,jul,thu,nonexistent,yes
retired,married,basic,no,yes,yes,cellular,jul,thu,nonexistent,no
admin,single,university.degree,no,yes,no,telephone,jul,thu,nonexistent,no
admin,single,university.degree,no,yes,no,cellular,jul,thu,nonexistent,yes
blue-collar,divorced,basic,unknown,yes,no,cellular,jul,thu,nonexistent,no
unknown,married,basic,no,yes,no,cellular,jul,thu,nonexistent,yes
entrepreneur,single,high.school,no,yes,no,cellular,jul,thu,nonexistent,no
management,married,university.degree,unknown,no,no,cellular,jul,thu,nonexistent,no
technician,divorced,high.school,no,yes,no,telephone,jul,thu,nonexistent,no
unemployed,married,high.school,no,yes,yes,cellular,jul,thu,nonexistent,no
technician,married,basic,unknown,yes,yes,cellular,jul,thu,nonexistent,yes
technician,single,university.degree,no,yes,no,cellular,jul,thu,nonexistent,no
unknown,married,basic,no,no,yes,cellular,jul,thu,nonexistent,no
blue-collar,single,basic,no,no,no,telephone,jul,thu,nonexistent,no
retired,married,basic,no,yes,no,cellular,jul,thu,nonexistent,no
blue-collar,married,unknown,no,yes,no,cellular,jul,thu,nonexistent,no
blue-collar,divorced,basic,no,no,no,cellular,jul,thu,nonexistent,no
admin,single,unknown,unknown,yes,no,cellular,jul,thu,nonexistent,no
management,married,university.degree,no,yes,yes,cellular,jul,thu,nonexistent,no
services,married,basic,unknown,yes,no,cellular,jul,thu,nonexistent,no
technician,divorced,high.school,no,no,yes,cellular,jul,thu,nonexistent,no
unknown,married,unknown,no,yes,no,cellular,jul,thu,nonexistent,no
technician,single,professional.course,no,no,no,telephone,jul,thu,nonexistent,no
blue-collar,married,basic,unknown,no,yes,cellular,jul,thu,nonexistent,no
technician,married,basic,no,yes,no,cellular,jul,thu,nonexistent,no
blue-collar,married,basic,unknown,no,no,cellular,jul,thu,nonexistent,no
management,married,professional.course,no,unknown,unknown,cellular,jul,thu,nonexistent,no
technician,married,basic,no,no,no,cellular,jul,thu,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,jul,thu,nonexistent,no
services,divorced,high.school,no,yes,no,cellular,jul,thu,nonexistent,no
management,divorced,university.degree,unknown,no,no,cellular,jul,thu,nonexistent,no
blue-collar,married,basic,unknown,yes,no,cellular,jul,thu,nonexistent,no
technician,married,unknown,unknown,yes,no,cellular,jul,thu,nonexistent,no
blue-collar,single,basic,no,no,yes,cellular,jul,thu,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,jul,thu,nonexistent,no
blue-collar,single,basic,no,yes,no,cellular,jul,thu,nonexistent,no
unemployed,married,university.degree,no,yes,no,cellular,jul,thu,nonexistent,no
blue-collar,single,high.school,unknown,no,no,cellular,jul,thu,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,jul,thu,nonexistent,no
technician,divorced,high.school,no,yes,no,cellular,jul,thu,nonexistent,no
admin,married,high.school,no,yes,no,cellular,jul,thu,nonexistent,no
unemployed,married,basic,no,yes,no,cellular,jul,thu,nonexistent,no
entrepreneur,married,university.degree,no,yes,yes,cellular,jul,thu,nonexistent,no
management,married,university.degree,unknown,no,no,cellular,jul,thu,nonexistent,yes
entrepreneur,married,high.school,no,no,no,cellular,jul,thu,nonexistent,no
technician,single,basic,no,no,no,cellular,jul,thu,nonexistent,no
blue-collar,married,basic,no,no,no,cellular,jul,thu,nonexistent,no
technician,single,professional.course,no,no,yes,cellular,jul,thu,nonexistent,no
blue-collar,married,basic,no,no,no,cellular,jul,thu,nonexistent,no
unemployed,married,basic,no,no,no,cellular,jul,thu,nonexistent,yes
blue-collar,married,high.school,unknown,no,no,cellular,jul,thu,nonexistent,no
management,married,basic,no,yes,yes,cellular,jul,thu,nonexistent,no
admin,married,high.school,no,yes,no,cellular,jul,thu,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,jul,thu,nonexistent,no
technician,single,professional.course,no,yes,yes,cellular,jul,thu,nonexistent,no
admin,married,university.degree,unknown,yes,no,cellular,jul,thu,nonexistent,no
blue-collar,married,basic,unknown,no,no,cellular,jul,thu,nonexistent,no
admin,married,unknown,unknown,yes,no,telephone,jul,thu,nonexistent,no
blue-collar,married,high.school,no,yes,yes,cellular,jul,thu,nonexistent,no
services,single,high.school,no,no,no,telephone,jul,thu,nonexistent,no
entrepreneur,married,university.degree,unknown,yes,yes,cellular,jul,thu,nonexistent,no
services,divorced,high.school,no,yes,yes,cellular,jul,thu,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,jul,thu,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,jul,thu,nonexistent,no
retired,single,professional.course,unknown,yes,no,cellular,jul,thu,nonexistent,no
services,married,basic,unknown,yes,no,cellular,jul,thu,nonexistent,no
entrepreneur,married,high.school,no,yes,no,cellular,jul,thu,nonexistent,no
admin,married,high.school,unknown,yes,no,cellular,jul,thu,nonexistent,no
retired,single,professional.course,unknown,yes,no,telephone,jul,thu,nonexistent,no
admin,married,university.degree,no,yes,yes,cellular,jul,thu,nonexistent,no
admin,married,university.degree,no,yes,no,cellular,jul,thu,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,jul,thu,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,jul,thu,nonexistent,no
management,married,high.school,no,no,no,telephone,jul,thu,nonexistent,no
technician,married,university.degree,unknown,no,no,cellular,jul,thu,nonexistent,no
management,married,university.degree,no,yes,no,cellular,jul,thu,nonexistent,no
entrepreneur,married,basic,no,yes,no,cellular,jul,thu,nonexistent,no
blue-collar,married,unknown,no,no,no,cellular,jul,thu,nonexistent,no
blue-collar,married,unknown,unknown,yes,no,cellular,jul,thu,nonexistent,no
management,married,university.degree,unknown,unknown,unknown,cellular,jul,thu,nonexistent,no
housemaid,divorced,high.school,no,yes,no,cellular,jul,thu,nonexistent,no
